Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34
92,Maxwel Cornet,ci CIV,MFFW,West Ham,26-038,1996,5,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.53,0.00,0.53,0.53,0.53,Matches,beb391dd
93,Diego Costa,es ESP,FW,Wolves,34-028,1988,6,5,412,4.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.2,1.8,0.37,0.04,0.40,0.37,0.40,Matches,a190d597
94,Vladimír Coufal,cz CZE,DFMF,West Ham,30-074,1992,9,7,685,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.08,0.10,0.01,0.10,Matches,fdf3cb77
95,Philippe Coutinho,br BRA,MFFW,Aston Villa,30-145,1992,12,6,571,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.3,1.3,0.16,0.05,0.20,0.16,0.20,Matches,0ef89a37
96,Conor Coventry,ie IRL,MFFW,West Ham,22-224,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a5ca9127
97,Aaron Cresswell,eng ENG,DF,West Ham,32-324,1989,12,12,1060,11.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,2.2,2.4,0.02,0.19,0.21,0.02,0.21,Matches,4f974391
98,Marc Cucurella,es ESP,DF,Chelsea,24-105,1998,11,10,739,8.2,0,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,0.3,0.3,0.3,0.6,0.03,0.03,0.07,0.03,0.07,Matches,1daec722
99,Patson Daka,zm ZAM,FW,Leicester City,24-026,1998,12,5,505,5.6,3,1,3,0,0,2,0,0.53,0.18,0.71,0.53,0.71,1.7,1.7,1.5,3.2,0.30,0.27,0.57,0.30,0.57,Matches,ca45605e
100,Diogo Dalot,pt POR,DF,Manchester Utd,23-231,1999,12,12,1075,11.9,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.6,0.6,1.3,1.9,0.05,0.11,0.16,0.05,0.16,Matches,d9565625
101,Mikkel Damsgaard,dk DEN,MFFW,Brentford,22-124,2000,8,1,236,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.16,0.14,0.30,0.16,0.30,Matches,215f3907
102,Josh Dasilva,eng ENG,MF,Brentford,24-012,1998,13,6,603,6.7,2,0,2,0,0,1,0,0.30,0.00,0.30,0.30,0.30,0.5,0.5,0.2,0.7,0.07,0.03,0.10,0.07,0.10,Matches,60344e4f
103,Ben Davies,wls WAL,DF,Tottenham,29-194,1993,10,9,815,9.1,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,0.5,0.5,0.8,1.2,0.05,0.08,0.14,0.05,0.14,Matches,44781702
104,Tom Davies,eng ENG,MF,Everton,24-127,1998,7,3,298,3.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.7,0.16,0.04,0.20,0.16,0.20,Matches,9228b07c
105,Craig Dawson,eng ENG,DF,West Ham,32-182,1990,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.03,0.05,0.03,0.05,Matches,3e9e06cb
106,Kevin De Bruyne,be BEL,MF,Manchester City,31-129,1991,12,11,951,10.6,3,9,3,0,0,0,0,0.28,0.85,1.14,0.28,1.14,2.4,2.4,5.2,7.6,0.22,0.50,0.72,0.22,0.72,Matches,e46012d4
107,Siriki Dembélé,ci CIV,FW,Bournemouth,26-058,1996,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,11f54bd5
108,Leander Dendoncker,be BEL,MF,Aston Villa,27-203,1995,6,2,203,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.02,0.15,0.17,0.02,0.17,Matches,5a7301ae
109,Leander Dendoncker,be BEL,MF,Wolves,27-203,1995,4,2,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.27,0.02,0.29,0.27,0.29,Matches,5a7301ae
110,Emmanuel Dennis,ng NGA,FW,Nott'ham Forest,24-354,1997,8,2,267,3.0,1,0,1,0,0,2,0,0.34,0.00,0.34,0.34,0.34,0.4,0.4,0.3,0.6,0.13,0.08,0.22,0.13,0.22,Matches,2c44a35d
111,Halil Dervi?o?lu,tr TUR,MF,Brentford,22-331,1999,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.31,0.00,0.31,0.31,0.31,Matches,9d8cf204
112,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,24-059,1998,13,12,990,11.0,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,0.6,0.6,1.6,2.2,0.05,0.15,0.20,0.05,0.20,Matches,5c74c0f5
113,Ibrahima Diallo,fr FRA,MF,Southampton,23-241,1999,9,6,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,11ff3d56
114,Rúben Dias,pt POR,DF,Manchester City,25-174,1997,11,9,872,9.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.8,0.06,0.02,0.08,0.06,0.08,Matches,31c69ef1
115,Luis Díaz,co COL,FWMF,Liverpool,25-295,1997,8,7,613,6.8,3,2,3,0,0,2,0,0.44,0.29,0.73,0.44,0.73,1.7,1.7,1.0,2.7,0.26,0.15,0.40,0.26,0.40,Matches,4a1a9578
116,Eric Dier,eng ENG,DF,Tottenham,28-293,1994,13,12,1105,12.3,2,0,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.6,1.2,0.05,0.05,0.10,0.05,0.10,Matches,ac861941
117,Lucas Digne,fr FRA,DF,Aston Villa,29-107,1993,8,7,652,7.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.02,0.07,0.09,0.02,0.09,Matches,1b84dbe1
118,Issa Diop,fr FRA,DF,Fulham,25-299,1997,6,4,418,4.6,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches,a712ca2b
119,Moussa Djenepo,ml MLI,DFMF,Southampton,24-142,1998,10,5,526,5.8,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,0.2,0.3,0.02,0.03,0.05,0.02,0.05,Matches,254147d4
120,Matt Doherty,ie IRL,DF,Tottenham,30-292,1992,6,3,294,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.07,0.02,0.09,0.07,0.09,Matches,d557d734
121,Gabriel Dos Santos,br BRA,DF,Arsenal,24-320,1997,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,1.4,1.4,0.2,1.6,0.12,0.01,0.13,0.12,0.13,Matches,67ac5bb8
122,Abdoulaye Doucouré,ml MLI,MF,Everton,29-307,1993,5,2,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matches,02b29014
123,Cheick Doucouré,ml MLI,MF,Crystal Palace,22-300,2000,10,10,803,8.9,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.9,1.2,0.03,0.10,0.14,0.03,0.14,Matches,ce4f40c7
124,Flynn Downes,eng ENG,MF,West Ham,23-288,1999,5,3,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.09,0.02,0.11,0.09,0.11,Matches,69fdb896
125,Cody Drameh,eng ENG,DF,Leeds United,20-331,2001,1,1,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e0d1510a
126,Shane Duffy,ie IRL,FWDF,Fulham,30-307,1992,4,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7314bba4
127,Lewis Dunk,eng ENG,DF,Brighton,30-348,1991,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.06,0.01,0.06,0.06,0.06,Matches,282f75f3
128,Malcolm Ebiowei,eng ENG,MF,Crystal Palace,19-061,2003,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fa9fa773
129,Ederson,br BRA,GK,Manchester City,29-079,1993,12,12,1080,12.0,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,Matches,3bb7b8b4
130,Odsonne Édouard,fr FRA,FW,Crystal Palace,24-292,1998,12,9,761,8.5,3,2,3,0,0,3,0,0.35,0.24,0.59,0.35,0.59,1.8,1.8,0.8,2.6,0.21,0.09,0.30,0.21,0.30,Matches,0562b7f1
131,Samuel Edozie,eng ENG,MFFW,Southampton,19-280,2003,6,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.10,0.13,0.03,0.13,Matches,007414dd
132,Anthony Elanga,se SWE,MF,Manchester Utd,20-191,2002,8,4,289,3.2,0,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,0.4,0.4,0.8,1.2,0.13,0.25,0.38,0.13,0.38,Matches,2fba6108
133,Harvey Elliott,eng ENG,MF,Liverpool,19-214,2003,12,8,719,8.0,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1.0,1.0,1.8,2.8,0.12,0.23,0.35,0.12,0.35,Matches,c8387671
134,Mohamed Elneny,eg EGY,MF,Arsenal,30-116,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,47a34c4f
135,Mohamed Elyounoussi,no NOR,MFDF,Southampton,28-092,1994,12,10,805,8.9,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,1.1,1.1,0.8,1.9,0.13,0.09,0.22,0.13,0.22,Matches,68dc0dac
136,Emerson,br BRA,DF,Tottenham,23-294,1999,10,9,776,8.6,0,1,0,0,0,1,1,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.3,0.7,0.05,0.03,0.08,0.05,0.08,Matches,df8b52a5
137,Christian Eriksen,dk DEN,MF,Manchester Utd,30-263,1992,11,10,863,9.6,0,3,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,1.4,1.4,1.4,2.7,0.14,0.14,0.29,0.14,0.29,Matches,980522ec
138,Pervis Estupiñán,ec ECU,DF,Brighton,24-287,1998,9,6,470,5.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1.7,1.7,0.01,0.32,0.33,0.01,0.33,Matches,d38fdf53
139,Jonny Evans,nir NIR,DF,Leicester City,34-305,1988,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches,f8fcd2a5
140,Eberechi Eze,eng ENG,MF,Crystal Palace,24-128,1998,12,12,972,10.8,2,2,2,0,0,0,0,0.19,0.19,0.37,0.19,0.37,1.6,1.6,1.9,3.5,0.15,0.18,0.33,0.15,0.33,Matches,ae4fc6a4
141,?ukasz Fabia?ski,pl POL,GK,West Ham,37-200,1985,13,13,1063,11.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9328b835
142,Fabinho,br BRA,MF,Liverpool,29-012,1993,12,9,817,9.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.02,0.04,0.06,0.02,0.06,Matches,7f3b388c
143,Wout Faes,be BEL,DF,Leicester City,24-215,1998,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.5,0.04,0.04,0.07,0.04,0.07,Matches,9c221d14
144,Bruno Fernandes,pt POR,MF,Manchester Utd,28-057,1994,12,12,1079,12.0,2,1,2,0,0,5,0,0.17,0.08,0.25,0.17,0.25,1.9,1.9,2.4,4.4,0.16,0.20,0.36,0.16,0.36,Matches,507c7bdf
145,Roberto Firmino,br BRA,FWMF,Liverpool,31-033,1991,11,9,782,8.7,6,3,6,0,0,0,0,0.69,0.35,1.04,0.69,1.04,3.9,3.9,1.8,5.7,0.45,0.21,0.66,0.45,0.66,Matches,4c370d81
146,Junior Firpo,es ESP,DF,Leeds United,26-074,1996,2,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches,24f59bb2
147,Phil Foden,eng ENG,FWMF,Manchester City,22-160,2000,12,10,791,8.8,6,4,6,0,0,1,0,0.68,0.46,1.14,0.68,1.14,3.3,3.3,1.8,5.1,0.37,0.21,0.58,0.37,0.58,Matches,ed1e53f3
148,Wesley Fofana,fr FRA,DF,Leicester City,21-322,2000,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches,132a82f1
149,Wesley Fofana,fr FRA,DF,Chelsea,21-322,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,132a82f1
150,Pablo Fornals,es ESP,MFDF,West Ham,26-255,1996,12,9,759,8.4,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.9,1.5,0.07,0.11,0.18,0.07,0.18,Matches,82927de4
151,Adam Forshaw,eng ENG,MF,Leeds United,31-027,1991,3,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.79,0.79,0.00,0.79,Matches,9f1938ab
152,Tyrese Francois,au AUS,MF,Fulham,22-111,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6722d4f0
153,Ryan Fraser,sct SCO,FW,Newcastle Utd,28-253,1994,8,3,313,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.09,0.11,0.20,0.09,0.20,Matches,d56543a0
154,Fred,br BRA,MF,Manchester Utd,29-244,1993,11,4,398,4.4,1,0,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.8,0.8,0.8,1.6,0.18,0.17,0.35,0.18,0.35,Matches,b853e0ad
155,Ryan Fredericks,eng ENG,DF,Bournemouth,30-025,1992,7,4,379,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,c067631c
156,Remo Freuler,ch SUI,MF,Nott'ham Forest,30-203,1992,9,7,663,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.02,0.04,0.02,0.04,Matches,98d2c2c4
157,Conor Gallagher,eng ENG,MF,Chelsea,22-271,2000,10,6,381,4.2,1,1,1,0,0,2,1,0.24,0.24,0.47,0.24,0.47,0.5,0.5,1.2,1.7,0.11,0.28,0.39,0.11,0.39,Matches,c2731c10
158,Idrissa Gana Gueye,sn SEN,MF,Everton,33-039,1989,8,7,603,6.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,72c812f3
159,Alejandro Garnacho,es ESP,MF,Manchester Utd,18-126,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7aa8adfe
160,James Garner,eng ENG,MF,Everton,21-236,2001,5,0,97,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,4e015693
161,David de Gea,es ESP,GK,Manchester Utd,31-362,1990,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,7ba6d84e
162,Joe Gelhardt,eng ENG,FWMF,Leeds United,20-184,2002,9,1,157,1.7,0,1,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,0.6,0.6,0.1,0.8,0.35,0.08,0.43,0.35,0.43,Matches,01962d0d
163,Saman Ghoddos,ir IRN,MFFW,Brentford,29-059,1993,5,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f7b1d4e0
164,Morgan Gibbs-White,eng ENG,MF,Wolves,22-281,2000,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.36,0.04,0.40,0.36,0.40,Matches,32f60ed8
165,Morgan Gibbs-White,eng ENG,FWMF,Nott'ham Forest,22-281,2000,11,10,861,9.6,0,2,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,1.1,1.1,1.5,2.5,0.11,0.15,0.26,0.11,0.26,Matches,32f60ed8
166,Billy Gilmour,sct SCO,MF,Brighton,21-146,2001,3,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,df10e27c
167,Degnand Gnonto,it ITA,MF,Leeds United,18-364,2003,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,75fdd638
168,Ben Godfrey,eng ENG,DF,Everton,24-293,1998,1,1,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9f7c837d
169,Toti Gomes,pt POR,DF,Wolves,23-292,1999,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,f0caab96
170,Joe Gomez,eng ENG,DF,Liverpool,25-165,1997,10,8,793,8.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches,7a11550b
171,Sergio Gómez,es ESP,DFMF,Manchester City,22-061,2000,5,0,111,1.2,0,1,0,0,0,0,0,0.00,0.81,0.81,0.00,0.81,0.1,0.1,0.4,0.5,0.11,0.33,0.44,0.11,0.44,Matches,01e5f06e
172,Anthony Gordon,eng ENG,FWMF,Everton,21-253,2001,12,11,947,10.5,3,0,3,0,0,6,0,0.29,0.00,0.29,0.29,0.29,2.6,2.6,0.5,3.0,0.24,0.04,0.29,0.24,0.29,Matches,2bd83368
173,Demarai Gray,eng ENG,FWMF,Everton,26-129,1996,13,13,1104,12.3,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.2,2.2,2.0,4.1,0.18,0.16,0.34,0.18,0.34,Matches,4468ec10
174,Jack Grealish,eng ENG,FWMF,Manchester City,27-055,1995,7,5,484,5.4,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.8,0.8,1.2,1.9,0.14,0.22,0.36,0.14,0.36,Matches,b0b4fd3e
175,Sam Greenwood,eng ENG,MF,Leeds United,20-282,2002,4,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.21,0.04,0.25,0.21,0.25,Matches,f3354c07
176,Pascal Groß,de GER,MFFW,Brighton,31-142,1991,12,12,1012,11.2,4,2,4,0,0,1,0,0.36,0.18,0.53,0.36,0.53,2.5,2.5,3.4,5.9,0.23,0.30,0.52,0.23,0.52,Matches,8aec0537
177,Vicente Guaita,es ESP,GK,Crystal Palace,35-298,1987,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ab13a5aa
178,Gonçalo Guedes,pt POR,FWMF,Wolves,25-340,1996,10,6,526,5.8,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.7,0.7,0.5,1.2,0.12,0.08,0.20,0.12,0.20,Matches,e6bc67d7
179,Marc Guéhi,eng ENG,DF,Crystal Palace,22-114,2000,12,12,1080,12.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches,d0706b27
180,Bruno Guimarães,br BRA,MF,Newcastle Utd,24-353,1997,10,10,812,9.0,2,2,2,0,0,1,0,0.22,0.22,0.44,0.22,0.44,0.5,0.5,1.3,1.8,0.06,0.14,0.20,0.06,0.20,Matches,82518f62
181,?lkay Gündo?an,de GER,MF,Manchester City,32-011,1990,10,8,712,7.9,2,1,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,1.6,1.6,2.0,3.6,0.20,0.25,0.45,0.20,0.45,Matches,819b3158
182,Erling Haaland,no NOR,FW,Manchester City,22-106,2000,11,11,920,10.2,17,3,15,2,2,0,0,1.66,0.29,1.96,1.47,1.76,9.9,8.3,2.2,10.6,0.97,0.22,1.19,0.82,1.04,Matches,1f44ac21
183,Luke Harris,wls WAL,MF,Fulham,17-215,2005,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8c3078cd
184,Jack Harrison,eng ENG,MF,Leeds United,25-349,1996,12,11,892,9.9,1,3,1,0,0,2,0,0.10,0.30,0.40,0.10,0.40,1.3,1.3,1.9,3.2,0.13,0.19,0.32,0.13,0.32,Matches,aa849a12
